;purchdate;amount;mcc;mrchcity;mrchname;cnum;store_name;merchant_name;category_x;cnum_;categorycode;gender;age;married_;residenttype;category_y;description
20617200;2019-10-20 00:00:00;54.0;5411;SANKT-PETERBU;6 KA7ZXT;ELZ6O2;7 шагов;6 KA7ZXT;Supermarkets;ELZ6O2;50;F;47;not_married;R;50;Corporate customer employee/ payroll scheme
32528808;2019-10-31 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ELH444;Vendex;T1D81N;Fast Food;ELH444;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
29592872;2019-10-15 00:00:00;57.98;5411;ROSTOV NA DON;C1EJX KEXJ1 MVB5;EETXAE;Метро Стор 1024;C1EJX KEXJ1 MVB5;Supermarkets;EETXAE;50;F;37;not_married;R;50;Corporate customer employee/ payroll scheme
15350988;2019-10-25 00:00:00;1488.5;5411;EKATERINBURG;C1EJX KEXJ1 MVQV;ELZCMU;Метро Стор 1030;C1EJX KEXJ1 MVQV;Supermarkets;ELZCMU;81;M;48;married;R;81;Affluent Banking payroll customer
52543192;2019-11-29 00:00:00;244.0;5814;MOSKVA - 45-2;IX991 WX4DE;RLTRRK;Кофе Поинт;IX991 WX4DE;Fast Food;RLTRRK;50;M;59;married;R;50;Corporate customer employee/ payroll scheme
33965340;2019-12-02 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;PKRPRJ;Vendex;T1D81N;Fast Food;PKRPRJ;50;M;41;married;R;50;Corporate customer employee/ payroll scheme
38903537;2019-10-22 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;8FHXFO;Vendex;T1D81N;Fast Food;8FHXFO;70;F;37;not_married;N;70;Regular retail banking customer
67971515;2019-12-05 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;ELHS6H;Vendex;T1D81N;Fast Food;ELHS6H;85;M;35;married;R;85;Premium Direct Payroll Customer
32857302;2019-12-10 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;EEAIF7;Vendex;T1D81N;Fast Food;EEAIF7;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
11328283;2019-10-11 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;E4XXC7;Vendex;T1D81N;Fast Food;E4XXC7;50;M;33;not_married;R;50;Corporate customer employee/ payroll scheme
20561503;2019-09-20 00:00:00;52.0;5814;SANKT-PETERBU;T1D81N;ELHNL1;Vendex;T1D81N;Fast Food;ELHNL1;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
57808123;2019-10-29 00:00:00;468.05;5411;SANKT-PETERBU;6 KA7ZXT;E44ZJM;7 шагов;6 KA7ZXT;Supermarkets;E44ZJM;50;F;44;not_married;R;50;Corporate customer employee/ payroll scheme
51966950;2019-11-01 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;ELLXMV;Vendex;T1D81N;Fast Food;ELLXMV;50;M;27;married;R;50;Corporate customer employee/ payroll scheme
56927136;2019-11-22 00:00:00;38.0;5814;SANKT-PETERBU;T1D81N;2NDDFD;Vendex;T1D81N;Fast Food;2NDDFD;50;F;28;not_married;R;50;Corporate customer employee/ payroll scheme
2182997;2019-12-16 00:00:00;300.0;5814;MOSKVA;IX9911 WX4DE;E4H8ED;Кофе Поинт;IX9911 WX4DE;Fast Food;E4H8ED;50;F;35;not_married;R;50;Corporate customer employee/ payroll scheme
37258749;2019-11-13 00:00:00;75.0;5814;SANKT-PETERBU;T1D81N;ELHNFJ;Vendex;T1D81N;Fast Food;ELHNFJ;50;M;32;married;R;50;Corporate customer employee/ payroll scheme
23437689;2019-11-07 00:00:00;520.0;5814;MOSKVA;3AH10 D7KLKIADO4O;8XNYON;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;8XNYON;81;M;43;not_married;N;81;Affluent Banking payroll customer
64745720;2019-10-26 00:00:00;493.04;5411;SANKT-PETERBU;6 KA7ZXT;IOYXYN;7 шагов;6 KA7ZXT;Supermarkets;IOYXYN;50;F;49;not_married;R;50;Corporate customer employee/ payroll scheme
3150210;2019-10-25 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;AGDFSC;Vendex;T1D81N;Fast Food;AGDFSC;50;M;32;married;R;50;Corporate customer employee/ payroll scheme
66601902;2019-09-18 00:00:00;130.0;5814;SANKT-PETERBU;T1D81N;ELCCFL;Vendex;T1D81N;Fast Food;ELCCFL;50;F;56;married;R;50;Corporate customer employee/ payroll scheme
46517736;2019-10-31 00:00:00;5.0;5814;SANKT-PETERBU;T1D81N;BHYHYD;Vendex;T1D81N;Fast Food;BHYHYD;50;F;45;not_married;R;50;Corporate customer employee/ payroll scheme
62138395;2019-11-05 00:00:00;235.0;5814;MOSKVA;IX9911 WX4DE;E4SK90;Кофе Поинт;IX9911 WX4DE;Fast Food;E4SK90;50;F;33;not_married;R;50;Corporate customer employee/ payroll scheme
61540532;2019-12-10 00:00:00;150.0;5814;SANKT-PETERBU;T1D81N;E4S0CM;Vendex;T1D81N;Fast Food;E4S0CM;50;F;22;not_married;R;50;Corporate customer employee/ payroll scheme
19805346;2019-11-05 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;ELCJQ9;Vendex;T1D81N;Fast Food;ELCJQ9;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
12521753;2019-11-13 00:00:00;290.0;5814;MOSKVA;AH10 D7KLKIADO4;JLJNMM;Хлеб Насущный;AH10 D7KLKIADO4;Fast Food;JLJNMM;50;F;39;married;R;50;Corporate customer employee/ payroll scheme
26894222;2019-12-11 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;PCCOCG;Vendex;T1D81N;Fast Food;PCCOCG;50;F;38;not_married;R;50;Corporate customer employee/ payroll scheme
22127690;2019-11-03 00:00:00;4110.24;5411;EKATERINBURG;C1EJX KEXJ1 MVQV;PMLJQM;Метро Стор 1030;C1EJX KEXJ1 MVQV;Supermarkets;PMLJQM;50;F;42;married;R;50;Corporate customer employee/ payroll scheme
8805608;2019-11-17 00:00:00;466.93;5411;SANKT-PETERBU;6 KA7ZXT;2OCCSF;7 шагов;6 KA7ZXT;Supermarkets;2OCCSF;70;M;47;married;R;70;Regular retail banking customer
40290092;2019-11-26 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;0OHYSC;Vendex;T1D81N;Fast Food;0OHYSC;50;M;38;not_married;R;50;Corporate customer employee/ payroll scheme
3178861;2019-10-14 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;EL2RSL;Vendex;T1D81N;Fast Food;EL2RSL;50;F;36;not_married;R;50;Corporate customer employee/ payroll scheme
17149025;2019-11-08 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELO02N;Vendex;T1D81N;Fast Food;ELO02N;50;F;32;not_married;R;50;Corporate customer employee/ payroll scheme
16202573;2019-11-19 00:00:00;160.0;5814;MOSCOW;L8I;EHCCYH;Upside Down Cake;L8I;Fast Food;EHCCYH;81;F;32;not_married;R;81;Affluent Banking payroll customer
24954529;2019-10-15 00:00:00;37.0;5814;SANKT-PETERBU;T1D81N;ELODZZ;Vendex;T1D81N;Fast Food;ELODZZ;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
35083862;2019-12-10 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;TTRNKR;Vendex;T1D81N;Fast Food;TTRNKR;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
23392701;2019-11-08 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;EE926A;Vendex;T1D81N;Fast Food;EE926A;50;M;27;married;R;50;Corporate customer employee/ payroll scheme
14275369;2019-12-12 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;EL1GAT;Vendex;T1D81N;Fast Food;EL1GAT;70;M;49;married;R;70;Regular retail banking customer
21999488;2019-09-21 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;UFXNYF;Vendex;T1D81N;Fast Food;UFXNYF;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
54758496;2019-10-15 00:00:00;52.0;5814;SANKT-PETERBU;T1D81N;E4N12E;Vendex;T1D81N;Fast Food;E4N12E;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
37281140;2019-09-27 00:00:00;47.0;5814;SANKT-PETERBU;T1D81N;BSONXN;Vendex;T1D81N;Fast Food;BSONXN;70;M;43;married;R;70;Regular retail banking customer
16618555;2019-10-28 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;ELH71F;Vendex;T1D81N;Fast Food;ELH71F;70;M;35;not_married;R;70;Regular retail banking customer
51703084;2019-10-24 00:00:00;460.0;5814;MOSKVA;3AH10 D7KLKIADO4O;EL0D2Q;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;EL0D2Q;50;F;25;not_married;R;50;Corporate customer employee/ payroll scheme
49202230;2019-11-18 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;2GODHN;Vendex;T1D81N;Fast Food;2GODHN;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
17570086;2019-10-29 00:00:00;4807.73;5411;EKATERINBURG;C1EJX KEXJ1 MVQV;ITKJRT;Метро Стор 1030;C1EJX KEXJ1 MVQV;Supermarkets;ITKJRT;84;F;37;not_married;R;84;Premium Direct Regular Customer
28105558;2019-12-11 00:00:00;47.0;5814;SANKT-PETERBU;T1D81N;ELYYIJ;Vendex;T1D81N;Fast Food;ELYYIJ;50;M;22;not_married;R;50;Corporate customer employee/ payroll scheme
41528184;2019-11-25 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ENXHDS;Vendex;T1D81N;Fast Food;ENXHDS;50;M;43;married;R;50;Corporate customer employee/ payroll scheme
37709379;2019-11-18 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ELUAAF;Vendex;T1D81N;Fast Food;ELUAAF;50;M;24;not_married;R;50;Corporate customer employee/ payroll scheme
50472870;2019-09-24 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;ELHRBE;Vendex;T1D81N;Fast Food;ELHRBE;50;M;27;married;R;50;Corporate customer employee/ payroll scheme
44134649;2019-11-11 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHNCH;Vendex;T1D81N;Fast Food;ELHNCH;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
8902568;2019-12-02 00:00:00;1895.1;5411;EKATERINBURG;C1EJX KEXJ1 MVFG;ELZS87;Метро Стор 1065;C1EJX KEXJ1 MVFG;Supermarkets;ELZS87;84;F;43;married;R;84;Premium Direct Regular Customer
7751087;2019-10-26 00:00:00;1281.91;5411;MOSCOW;C1EJX KEXJ1 MQMP;EEUDII;Метро Стор 1318;C1EJX KEXJ1 MQMP;Supermarkets;EEUDII;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
21564916;2019-10-23 00:00:00;165.0;5814;MOSKVA;IX9911 WX4DE;RMMJNK;Кофе Поинт;IX9911 WX4DE;Fast Food;RMMJNK;70;M;44;not_married;R;70;Regular retail banking customer
24395900;2019-11-06 00:00:00;50.0;5814;MOSKVA;IX9911 WX4DE;E4FUG7;Кофе Поинт;IX9911 WX4DE;Fast Food;E4FUG7;50;F;26;not_married;R;50;Corporate customer employee/ payroll scheme
46403781;2019-10-11 00:00:00;3147.18;5411;ROSTOV NA DON;C1EJX KEXJ1 MVB5;5DONSH;Метро Стор 1024;C1EJX KEXJ1 MVB5;Supermarkets;5DONSH;70;F;44;married;R;70;Regular retail banking customer
32278266;2019-11-29 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;E45HIL;Vendex;T1D81N;Fast Food;E45HIL;50;M;24;not_married;R;50;Corporate customer employee/ payroll scheme
36334692;2019-11-07 00:00:00;325.0;5814;MOSKVA;IX9911 WX4DE;ELJUIO;Кофе Поинт;IX9911 WX4DE;Fast Food;ELJUIO;70;M;50;not_married;R;70;Regular retail banking customer
6653178;2019-10-24 00:00:00;500.0;5812;CHELYABINSK;KTXO7 3XCW7D4O7;ELTODJ;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;ELTODJ;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
38373212;2019-12-17 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;THDDFY;Vendex;T1D81N;Fast Food;THDDFY;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
54130304;2019-10-22 00:00:00;210.0;5814;MOSKVA;IX9911 WX4DE;E4YYGZ;Кофе Поинт;IX9911 WX4DE;Fast Food;E4YYGZ;50;F;29;not_married;R;50;Corporate customer employee/ payroll scheme
29486790;2019-12-01 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;AYNODS;Vendex;T1D81N;Fast Food;AYNODS;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
37534207;2019-11-28 00:00:00;17.0;5814;SANKT-PETERBU;T1D81N;ELHDZO;Vendex;T1D81N;Fast Food;ELHDZO;50;M;46;not_married;R;50;Corporate customer employee/ payroll scheme
50461289;2019-11-29 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;8EEVSR;Vendex;T1D81N;Fast Food;8EEVSR;81;M;49;married;N;81;Affluent Banking payroll customer
17943382;2019-09-30 00:00:00;1324.64;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;ZOHSYS;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;ZOHSYS;80;M;46;not_married;R;80;Affluent Banking regular customer
29129096;2019-11-19 00:00:00;234.97;5411;SANKT-PETERBU;6 KA7ZXT;EEATIT;7 шагов;6 KA7ZXT;Supermarkets;EEATIT;70;F;69;married;R;70;Regular retail banking customer
22800413;2019-10-01 00:00:00;168.0;5812;MOSKVA;IX991 WX4DE;EEBXKE;Кофе Поинт;IX991 WX4DE;Restaurants;EEBXKE;81;M;27;not_married;R;81;Affluent Banking payroll customer
5148117;2019-11-03 00:00:00;117.75;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;KJMTTI;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;KJMTTI;81;M;40;married;R;81;Affluent Banking payroll customer
53490723;2019-10-05 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;E4YV2V;Vendex;T1D81N;Fast Food;E4YV2V;50;M;40;married;R;50;Corporate customer employee/ payroll scheme
42331419;2019-10-24 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ELQMPD;Vendex;T1D81N;Fast Food;ELQMPD;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
55173811;2019-11-29 00:00:00;18.0;5814;GATCHINA;T1D81N;2YDOYH;Vendex;T1D81N;Fast Food;2YDOYH;50;M;31;married;R;50;Corporate customer employee/ payroll scheme
37698540;2019-10-08 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;EL5JIE;Vendex;T1D81N;Fast Food;EL5JIE;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
50492589;2019-11-12 00:00:00;33.0;5814;SANKT-PETERBU;T1D81N;AGDFNC;Vendex;T1D81N;Fast Food;AGDFNC;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
15462680;2019-09-25 00:00:00;445.0;5814;MOSKVA;3AH10 D7KLKIADO4O;8XDGSY;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;8XDGSY;50;M;33;not_married;N;50;Corporate customer employee/ payroll scheme
36126080;2019-10-24 00:00:00;162.0;5814;MOSKVA;IX9911 WX4DE;ELQYV7;Кофе Поинт;IX9911 WX4DE;Fast Food;ELQYV7;50;M;23;not_married;R;50;Corporate customer employee/ payroll scheme
35461041;2019-10-26 00:00:00;38.0;5814;SANKT-PETERBU;T1D81N;ELM9U5;Vendex;T1D81N;Fast Food;ELM9U5;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
43079877;2019-12-02 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;EEQ4VC;Vendex;T1D81N;Fast Food;EEQ4VC;50;M;29;not_married;R;50;Corporate customer employee/ payroll scheme
44451564;2019-10-21 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ELICMS;Vendex;T1D81N;Fast Food;ELICMS;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
50491971;2019-11-14 00:00:00;43.0;5814;SANKT-PETERBU;T1D81N;BNGNNY;Vendex;T1D81N;Fast Food;BNGNNY;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
9739555;2019-10-17 00:00:00;2891.57;5411;EKATERINBURG;C1EJX KEXJ1 MVQV;PMKNQJ;Метро Стор 1030;C1EJX KEXJ1 MVQV;Supermarkets;PMKNQJ;81;M;39;married;R;81;Affluent Banking payroll customer
7839438;2019-10-05 00:00:00;4581.42;5411;EKATERINBURG;C1EJX KEXJ1 MVQV;EEQ9EK;Метро Стор 1030;C1EJX KEXJ1 MVQV;Supermarkets;EEQ9EK;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
35811559;2019-11-19 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHNO8;Vendex;T1D81N;Fast Food;ELHNO8;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
62450747;2019-10-04 00:00:00;626.56;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;2YYHND;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;2YYHND;70;M;52;married;R;70;Regular retail banking customer
11328203;2019-10-17 00:00:00;85.0;5814;SANKT-PETERBU;T1D81N;E4XXC7;Vendex;T1D81N;Fast Food;E4XXC7;50;M;33;not_married;R;50;Corporate customer employee/ payroll scheme
62504065;2019-09-20 00:00:00;351.91;5411;SANKT-PETERBU;6 KA7ZXT;IPJTTJ;7 шагов;6 KA7ZXT;Supermarkets;IPJTTJ;70;M;63;married;R;70;Regular retail banking customer
34973324;2019-11-15 00:00:00;36.0;5814;SANKT-PETERBU;T1D81N;ELY81L;Vendex;T1D81N;Fast Food;ELY81L;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
54322359;2019-10-02 00:00:00;18.0;5814;SANKT-PETERBU;T1D81N;MTQQPT;Vendex;T1D81N;Fast Food;MTQQPT;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
19276880;2019-10-06 00:00:00;229.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;KQQNLL;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;KQQNLL;50;F;43;not_married;R;50;Corporate customer employee/ payroll scheme
14354291;2019-12-16 00:00:00;215.81;5814;MOSKVA;3AH10 D7KLKIADO4O;NQPKKL;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;NQPKKL;85;F;38;not_married;R;85;Premium Direct Payroll Customer
25169119;2019-11-29 00:00:00;240.0;5814;MOSKVA;IX9911 WX4DE;LLLPRJ;Кофе Поинт;IX9911 WX4DE;Fast Food;LLLPRJ;85;M;40;married;R;85;Premium Direct Payroll Customer
49979071;2019-10-04 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHM1I;Vendex;T1D81N;Fast Food;ELHM1I;50;M;24;married;R;50;Corporate customer employee/ payroll scheme
10593566;2019-11-20 00:00:00;416.7;5814;MOSKVA;3AH10 D7KLKIADO4O;MKNLNL;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;MKNLNL;81;F;43;married;R;81;Affluent Banking payroll customer
32396999;2019-10-11 00:00:00;17.0;5814;SANKT-PETERBU;T1D81N;0NCDOD;Vendex;T1D81N;Fast Food;0NCDOD;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
32243596;2019-12-06 00:00:00;5400.0;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;NQPMQP;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;NQPMQP;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
10335917;2019-12-11 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;RRTLIJ;Vendex;T1D81N;Fast Food;RRTLIJ;70;M;45;married;R;70;Regular retail banking customer
48949967;2019-10-22 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;INRIRR;Vendex;T1D81N;Fast Food;INRIRR;50;M;41;married;R;50;Corporate customer employee/ payroll scheme
32809663;2019-09-21 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;EE80F6;Vendex;T1D81N;Fast Food;EE80F6;50;M;46;not_married;R;50;Corporate customer employee/ payroll scheme
45899239;2019-10-24 00:00:00;64.99;5411;SANKT-PETERBU;6 KA7ZXT;TGNYSX;7 шагов;6 KA7ZXT;Supermarkets;TGNYSX;50;M;38;not_married;R;50;Corporate customer employee/ payroll scheme
16595866;2019-11-26 00:00:00;339.0;5411;ROSTOV NA DON;C1EJX KEXJ1 MVB5;EL5712;Метро Стор 1024;C1EJX KEXJ1 MVB5;Supermarkets;EL5712;50;M;50;not_married;R;50;Corporate customer employee/ payroll scheme
4384009;2019-11-19 00:00:00;1890.0;5812;MOSCOW;3791 W4II1J47 73781C4O7;ELZXAS;Академия;3791 W4II1J47 73781C4O7;Restaurants;ELZXAS;50;F;38;married;R;50;Corporate customer employee/ payroll scheme
27506348;2019-10-15 00:00:00;755.39;5411;SANKT-PETERBU;6 KA7ZXT;9NDYFC;7 шагов;6 KA7ZXT;Supermarkets;9NDYFC;50;F;37;married;R;50;Corporate customer employee/ payroll scheme
19402513;2019-12-18 00:00:00;17.0;5814;SANKT-PETERBU;T1D81N;EE9JZE;Vendex;T1D81N;Fast Food;EE9JZE;50;M;32;married;R;50;Corporate customer employee/ payroll scheme
28673591;2019-10-30 00:00:00;325.0;5812;UFA;KTXO7 3XCW7D4O7;ELH2ZE;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;ELH2ZE;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
31882505;2019-12-15 00:00:00;1533.0;5812;EKATERINBURG;KTXO7 3XCW7D4O7;2DYCXC;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;2DYCXC;70;F;37;married;R;70;Regular retail banking customer
12544912;2019-10-04 00:00:00;416.53;5411;SANKT-PETERBU;6 KA7ZXT;IDDNHD;7 шагов;6 KA7ZXT;Supermarkets;IDDNHD;50;F;34;not_married;R;50;Corporate customer employee/ payroll scheme
16477709;2019-09-20 00:00:00;315.0;5814;MOSKVA;IX9911 WX4DE;9YSDNG;Кофе Поинт;IX9911 WX4DE;Fast Food;9YSDNG;85;M;32;not_married;R;85;Premium Direct Payroll Customer
41867802;2019-09-29 00:00:00;7202.06;5411;MOSCOW;C1EJX KEXJ1 MQMP;MKLQJI;Метро Стор 1318;C1EJX KEXJ1 MQMP;Supermarkets;MKLQJI;50;M;69;married;R;50;Corporate customer employee/ payroll scheme
14780529;2019-10-13 00:00:00;304.0;5814;MOSCOW;LWK481 8XUD I731;ELGH4H;Upside Down Cake;LWK481 8XUD I731;Fast Food;ELGH4H;50;M;27;married;R;50;Corporate customer employee/ payroll scheme
32273122;2019-10-05 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;ENSOYO;Vendex;T1D81N;Fast Food;ENSOYO;50;M;48;married;R;50;Corporate customer employee/ payroll scheme
55169129;2019-09-22 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;QCGCNC;Vendex;T1D81N;Fast Food;QCGCNC;70;M;34;married;R;70;Regular retail banking customer
63690026;2019-11-26 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;EL9GC5;Vendex;T1D81N;Fast Food;EL9GC5;70;F;46;not_married;R;70;Regular retail banking customer
33353241;2019-10-16 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;PXSDGO;Vendex;T1D81N;Fast Food;PXSDGO;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
61614579;2019-10-31 00:00:00;4827.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;ANDHFC;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;ANDHFC;80;M;63;married;R;80;Affluent Banking regular customer
55372415;2019-12-12 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ELHS02;Vendex;T1D81N;Fast Food;ELHS02;50;M;33;not_married;R;50;Corporate customer employee/ payroll scheme
66283801;2019-09-28 00:00:00;27.8;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;4CGYGG;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;4CGYGG;70;M;36;married;R;70;Regular retail banking customer
53736877;2019-11-12 00:00:00;1056.0;5812;NIZHNIJ TAGIL;KTXO7 3XCW7D4O7;E4YANZ;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;E4YANZ;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
30058699;2019-10-03 00:00:00;39.0;5814;SANKT-PETERBU;T1D81N;E4Y99S;Vendex;T1D81N;Fast Food;E4Y99S;50;F;24;not_married;R;50;Corporate customer employee/ payroll scheme
34451182;2019-12-12 00:00:00;33.0;5814;SANKT-PETERBU;T1D81N;2COHXF;Vendex;T1D81N;Fast Food;2COHXF;50;M;46;married;R;50;Corporate customer employee/ payroll scheme
30591301;2019-11-12 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;ELNAHY;Vendex;T1D81N;Fast Food;ELNAHY;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
4825267;2019-12-05 00:00:00;95.0;5814;MOSKVA;IX991 WX4DE;IJQJNK;Кофе Поинт;IX991 WX4DE;Fast Food;IJQJNK;81;F;35;married;R;81;Affluent Banking payroll customer
50471202;2019-11-26 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;EE5VAZ;Vendex;T1D81N;Fast Food;EE5VAZ;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
5397009;2019-11-01 00:00:00;115.0;5814;MOSKVA;IX9911 WX4DE;NMMJIR;Кофе Поинт;IX9911 WX4DE;Fast Food;NMMJIR;50;F;39;not_married;R;50;Corporate customer employee/ payroll scheme
49574915;2019-11-06 00:00:00;75.0;5814;SANKT-PETERBU;T1D81N;E4HPZU;Vendex;T1D81N;Fast Food;E4HPZU;70;M;23;not_married;R;70;Regular retail banking customer
54581742;2019-12-13 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;BODOXY;Vendex;T1D81N;Fast Food;BODOXY;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
37557685;2019-10-12 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;E4FLLV;Vendex;T1D81N;Fast Food;E4FLLV;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
21547799;2019-09-30 00:00:00;140.0;5814;MOSKVA;IX9911 WX4DE;EL52QA;Кофе Поинт;IX9911 WX4DE;Fast Food;EL52QA;50;F;31;not_married;R;50;Corporate customer employee/ payroll scheme
17218038;2019-12-03 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;TGNYOX;Vendex;T1D81N;Fast Food;TGNYOX;50;M;39;married;R;50;Corporate customer employee/ payroll scheme
30521700;2019-12-12 00:00:00;179.0;5411;EKATERINBURG;C1EJX KEXJ1 MVFG;ELD0K9;Метро Стор 1065;C1EJX KEXJ1 MVFG;Supermarkets;ELD0K9;50;F;34;married;R;50;Corporate customer employee/ payroll scheme
26995608;2019-09-18 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;0OHYNX;Vendex;T1D81N;Fast Food;0OHYNX;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
28096949;2019-11-22 00:00:00;540.0;5812;SANKT-PETERBU;KOJXT7JDO7 KW0;5HNDSN;Сыроварня;KOJXT7JDO7 KW0;Restaurants;5HNDSN;81;F;39;married;R;81;Affluent Banking payroll customer
27731217;2019-11-29 00:00:00;15.0;5814;GATCHINA;T1D81N;RMPLNJ;Vendex;T1D81N;Fast Food;RMPLNJ;50;F;44;married;R;50;Corporate customer employee/ payroll scheme
